clean_statement,label,Category
Harassment of journalists: Global press bodies write to PM Modi,1,POLITICS
Telangana does away with screening of incoming passengers,1,POLITICS
Fact Check: Is Indira Gandhi posing with her husband and father-in-law in this photo?. Fact Check: Is This Video A Ballet Performance Of A 73-Yr-Old Grandmother With Her Grandson?,0,COVID-19
The biggest test for Karnataka s Congress-JD(S) alliance is in Mandya Lok Sabha seat,1,GOVERNMENT
Old Photo From 2010 Dantewada Attack Resurfaces As Pulwama,0,VIOLENCE
"Rhea, Showik active members of drug syndicate : NCB to HC",1,VIOLENCE
"At Covid-19 review meet, PM Modi calls for scaling up of testing, sero-surveys",1,COVID-19
Did Gunjan Saxena's Biopic Claim She Was A Shaurya Chakra Awardee?,0,POLITICS
Why different poll formulas for Bihar & Maharashtra Sena targets BJP over Nitish Kumar deal,1,GOVERNMENT
This picture of discovery of idols during excavation is NOT from...,0,GOVERNMENT
Here s the truth behind the liquor bottle under Ravi Shastri s chair,0,POLITICS
RBI Board Member S Gurumurthy Tweets Fake Newspaper Clipping,0,GOVERNMENT
MP: Computer Baba booked for manhandling panchayat personnel,1,TERROR
"No consensus yet in Gupkar alliance on seat-sharing for DDC polls, nomination deadline Thursday",0,COVID-19
Chidambaram to Mehbooba Mufti families keep arrested leaders Twitter accounts active,1,VIOLENCE
"Amid MP crisis, Kuldeep Bishnoi says Scindia not lone Congress member feeling alienated",1,TRAD
Images Of Baby With Birth Defect Falsely Linked To Coronavirus,0,VIOLENCE
ETNow journalist gets Congress ticket from UP seat as party changes mind overnight,1,ELECTION
Consolidating anti-BJP secular space what poll-bound Bengal sees in Mamata-Sonia bonding,1,ELECTION
"Yes Bank to auction properties of Avantha Group, RHC Holdings in July to recover loan dues",1,TERROR
Fact Check: This video of father assaulting his daughters is NOT.... Fact Check: Is Osama Bin Laden?s daughter Zoya getting married to...,0,COVID-19
"Irresponsible to call our products faulty , says China as India stops use of Chinese COVID-19 test kits",1,COVID-19
Environment Minister Gopal Rai discharged from hospital,1,GOVERNMENT
Legislators seek weatherman Lotus sacking over missing snowfall,1,ELECTION
"Davinder case: Raids by NIA in Delhi, Srinagar",1,VIOLENCE
Tricolour farewell of Rafale in France? Old video of Italian Republic Day celebrations viral,0,POLITICS
"Vasundhara mum, BJP treads cautiously",1,ELECTION
"Exit polls not final decision but it reflects Modi s win, says Nitin Gadkari",1,ELECTION
Sadia Dehlvi dies at 63; Delhi loses its favourite story-teller,1,TERROR
Sambit Patra ascribes false I am Hindu by accident quote to Jawaharlal Nehru yet again,0,GOVERNMENT
Video of a mute and deaf pregnant woman is being spread on social media alleging that she is a child kidnapper.,0,GOVERNMENT
Larger Proportion Of Women Than Men Employed In Agriculture,0,VIOLENCE
"After India, BJP Focuses On Upcoming SriLanka, Bangladesh Elections. 2017 Video From Rajasthan Falsely Linked To Delhi Assembly Polls",0,VIOLENCE
Fake Twitter account created in the name of Delhi cop Seema Dhaka,0,VIOLENCE
Fact Check: Unrelated Video Shared To Show The Plight Of Uighur Muslims In China,0,VIOLENCE
"In Shimla s IAF vs Army fight, nationalism & Balakot battle jobs & highways",1,ELECTION
Earthquake tremors felt in Delhi-NCR,1,GOVERNMENT
"Advani & Joshi sidelined again, now they re both out of BJP s Lok Sabha poll campaign",1,GOVERNMENT
Anurag Kashyap appears before Mumbai Police for questioning in sexual assault case,1,VIOLENCE
"On agitation path, Rahul, Priyanka stir Cong cadre in UP",1,GOVERNMENT
"Broadband internet to be partially restored in Kashmir today, ban on social media stays",1,GOVERNMENT
Fact Check: Bihar cop probing SSR's death and quarantined in Mumbai isn't with CBI now,0,VIOLENCE
Home Minister Amit Shah tests negative for coronavirus,1,COVID-19
Sri Lanka seeks USD 1.1 billion currency swap facility from India amidst depleting forex reserves,1,POLITICS
"Fact Check: Of Late, The News That Got Widely Shared But Were Not True.Fact Check: WHO did not say that Covid-19 is getting weaker",0,MISLEADING
COVID-19 positive Malaika Arora assures fans she is feeling fine as...,1,TRAD
"Old Video Of BJP Councillor Thrashing Cop Revived, Shared With False...",0,VIOLENCE
"Bengal govt might opt out of Centre s one nation, one ration card scheme",1,GOVERNMENT
"Fake: Priyanka Gandhi shares old images of Assam, Bihar, UP floods",0,GOVERNMENT
11 die as crane crashes in Vizag,1,VIOLENCE
"Opposition leaders meet President, seek probe into Delhi riot cases",1,ELECTION
Fact Check: Gujarat s Rani ki Vav shared as palace built by Chola emperor for wife,0,GOVERNMENT
False: 300 Positive COVID-19 Cases In Jaipur After Smoking Chillum,0,COVID-19
Fact Check: Here s the truth behind this picture of PM Modi s...,0,GOVERNMENT
"Fact Check: Are Unpaid Dues To Iran, UPA Era Subsidies And NPAs Responsible For The Petrol/Diesel....Are workers from 1990-2020 liable to receive Rs.120,000 as Covid-19 relief? Fact Check",0,COVID-19
Covid-19: Election Commission to frame guidelines for polls within 3 days,1,COVID-19
States obligated to implement Centre s procedures on Covid: SC,1,GOVERNMENT
"Indian Government is NOT giving Rs.2,000 to each citizen; Fact Check.Fact Check: Is Govt providing jobs to one member of each...",0,COVID-19
Is it possible to fail fake news industry?,0,MISLEADING
Naidu rejigs TDP to act as better watchdog,1,POLITICS
Fact Check: Did Germany send China a 130 billion bill for coronavirus damages?,0,POLITICS
"'No Riots During My Tenure In UP,' Says CM Yogi - Fact Or Myth?",0,GOVERNMENT
Grassroot presence and a natural alliance why the embattled Left did well in Bihar,1,TRAD
"Coronavirus pandemic LIVE | India cases at 2,902, records highest single-day jump with 601 infections; 68 dead",1,COVID-19
"Wife pregnant, but disability keeps penniless railway worker from reaching home",1,GOVERNMENT
Vasundhara Raje meets Rajnath Singh amid Rajasthan political crisis,1,ELECTION
AFT vacates stay on promotion results of JAG officers from Colonel to Brigadier,1,POLITICS
"CM says panchnamas of 80 pc damaged crop conducted, Fadnavis claims only 40 pc done",1,COVID-19
"Pullback move complex, won t allow status quo change: India",1,POLITICS
"Maharashtra: Territorial clash between 2 big cats leaves 1 tigress dead, miscarriage of its 4 foetuses",1,TERROR
"UK invites PM Modi for G7 summit, Boris Johnson likely to visit India before the summit",1,POLITICS
India s iron & steel exports to China surge despite LAC tensions $1.86bn trade in Apr-Aug,1,POLITICS
Answer to Modi s Rajiv Gandhi challenge to Congress lies in Punjab s 1985 elections,1,ELECTION
Was A TMC Worker Caught Pelting Stones In Kolkata Wearing A Saffron...,0,VIOLENCE
"ADRI s Shaibal Gupta, Bihar s quiet hero whose death CM Nitish Kumar called a personal loss",1,GOVERNMENT
"Former Union Minister Buta Singh suffers brain hemorrhage, undergoes surgery at AIIMS",1,ELECTION
ISRO s PSLV rocket successfully puts communication satellite CMS-01 into orbit,1,COVID-19
"Secret extradition proceedings going on to bring Mallya, Centre tells SC",1,TERROR
Old Reports Of RBI Granting Licence To Bank Of China Shared As Recent,0,COVID-19
"Modi s projection in Delhi will not work for BJP in Lok Sabha polls, says Sheila Dikshit",1,ELECTION
Senior Kerala Congress leader C F Thomas no more,1,ELECTION
"Over 75% districts hotspots of extreme weather events, finds study",1,COVID-19
Situation under control : BMC after Mumbai residents complaint of foul smell; no gas leakage says Fire dept,1,VIOLENCE
"PM Modi s Dalit ministers are parasites, says BJP s Dalit MP Udit Raj",1,ELECTION
Bhutan junks reports on blocking water to Assam,1,COVID-19
"Fact Check: No, banks are not going to have five-day week. Fact Check: No, banks are not on an extended 7-day holiday",0,POLITICS
"BJP will solve Matua refugees problems after coming to power in Bengal, says UP Dy CM Maurya",1,POLITICS
Fact Check: Why this claim on Adani-run trains is off the track,0,GOVERNMENT
Three people arrested for threatening and intimidating residents in Kashmir,1,GOVERNMENT
Fact Check: Can you identify a Made in China product just by its barcode?,0,COVID-19
Swamy disputes JEE figures by Pokhriyal,1,TERROR
Delhi HC gives Nirbhaya convicts one week to exhaust all legal remedies against hanging,1,VIOLENCE
"FAKE Alert: Max Hospital in Ghaziabad is NOT sealed due to....Fake Message Claims Children Kidnapped in Ghaziabad, Police Warn...",0,MISLEADING
Image Of Shoplifter In London Viral As Anti CAA Protesters At Shaheen...,0,VIOLENCE
Fact Check: Are COVID-19 Dead Bodies Being Dumped In Sea?,0,COVID-19
"Government tables farm Bills, Opposition calls it direct attack on federal structure",1,ELECTION
MP bypolls: Jyotiraditya Scindia mistakenly seeks votes for Congress,1,ELECTION
"HPCL recruitment 2019: Applications invited for various posts, apply till September 16 at hindustanpetroleum.com",1,GOVERNMENT
Fact Check: Is RBI banning Rs 100 notes in india?,0,COVID-19
"Picture of CBI officer arrested in Delhi is being spread as DSP arrested in Kashmir Know the truth.No, this video does not show the severed head of a man accused of rape in India",0,VIOLENCE
"CAB protests: 2 dead in police firing in Guwahati, curfew relaxed in Dibrugarh till 1pm",1,GOVERNMENT
Fact Check: Morphed image shared as protesters in Pakistan waving Indian flag,0,POLITICS
Fact Check: Is there actually a Human-Sized Bat?,0,MISLEADING
"Not just voters, Jharkhand BJP leaders too not confident of party s Ayodhya-370 poll plank",1,ELECTION
"Odd-Even Scheme: 2000 additional buses, 61 more trips by metro",1,GOVERNMENT
"BJP struggles to spread Modi s atmanirbhar message, meets only 30% of its target",1,GOVERNMENT
Fact Check: Did A Swarm Of Locusts Invade Mumbai?.Fact Check: Leopard Attack In Hyderabad Claimed 2 Lives?,0,MISLEADING
India requests Pak to allow PM Modi use its airspace for his flight to US: Reports,1,POLITICS
This image merges a photo of Thai sky lanterns with a photo of India's Golden Temple,0,GOVERNMENT
Fact check: Is this lion roaming free on the streets of Mumbai?.Is this lion roaming free in Mumbai?,0,COVID-19
"Farmers protest: Will make government repeal the farm laws, says farmers",1,GOVERNMENT
"No, Modi govt is not trying to split Jammu and Kashmir into three parts",0,COVID-19
Fact Check: Old Video Of Nitin Gadkari Revived Claiming He Slammed PM Modi For Andolanjivi Remark.Manmohan To Sue Narendra Modi For Snatching Maun Tag From Him,0,GOVERNMENT
No UV rays from the sun CANNOT kill COVID-19 !,0,MISLEADING
Why India s newest housing finance company is in no hurry to make a mark,1,COVID-19
Inhalation of hot steam will NOT kill Coronavirus !.Hot air from hair dryer will cannot kill Coronavirus.,0,POLITICS
Official statistics contradict PM Modi s claim of more electricity being supplied on Eid than Diwali,0,GOVERNMENT
This video showing celebration on the return of Abhinandan is fake.2015 Photo Peddled As Last Rites Of Kerala's Pregnant Elephant,0,VIOLENCE
"PM Modi to address public rally in Assam; first time after CAA protests, Bodo peace agreement",1,POLITICS
PIB Rubbishes Viral WhatsApp Audio Clip Claiming India Will Go Into A...,0,MISLEADING
"Such accidents are not deaths, but murders: Akhilesh Yadav on UP truck accident",1,GOVERNMENT
BJP targeting Pawar ahead of Maharashtra polls : Rahul calls it political opportunism,1,TRAD
IAF pilot Wg Cdr Abhinandan Varthaman s mannequin displayed at Pakistan Air Force war museum,1,POLITICS
False statement of killing Muslims and farmers ascribed to PM Modi,0,GOVERNMENT
Fact Check: Here s the truth behind this picture of a man...,0,GOVERNMENT
"Two senior BSP leaders join BJP, hail Yogi Adityanath s administration in Uttar Pradesh",1,ELECTION
J&K Police Cracks Down On The Notorious Gang- The Write Club,0,POLITICS
Mystery of the third hand in Rahul Gandhi s image embracing elderly woman in INC ad,0,COVID-19
2019 Video Of Shiv Sena Workers Tonsuring A Man's Head Shared As,0,VIOLENCE
"J&K polls begin today, women stand for hope in Anantnag",1,GOVERNMENT
Strict lockdown enforced across West Bengal; violators taken to task,1,POLITICS
"In a first, Covid breaks barriers between 2 houses of Parliament",1,POLITICS
India to launch mega plan today to evacuate its nationals stranded abroad,1,COVID-19
Students from riots-hit northeast Delhi may be at a disadvantage in DU admission: Professors,1,GOVERNMENT
"3 terrorists killed in Pulwama encounter, search operation underway",1,VIOLENCE
"Punjab, Tamil Nadu, Haryana Have Highest Burden Of Heart Disease In India",0,POLITICS
"NHRC visits Jamia campus, records statement of students injured in violence",1,VIOLENCE
"Prez, PM, others pay tribute to Chief architect of Constitution BR Ambedkar on his birth anniversary",1,POLITICS
Fact check: Clickbait Facebook post on Covid-19 urging for shares gone viral.Fact Check: Is Nokia Giving Free Smartphones Amid COVID-19 Crisis?,0,MISLEADING
Haryana to set up Mining Minister Flying Squad,1,GOVERNMENT
Use your power so that 22 Congress MLAs held captive can safely reach MP: Kamal Nath to Amit Shah,1,ELECTION
Video of mother-daughter killed by rape-accused in Kasganj is from July,0,POLITICS
Congress puts up grand digital show as DK Shivakumar officially takes over as Karnataka chief,1,ELECTION
UP govt suspends all except 4 labour laws in state for 3 years to revive economic activity,1,GOVERNMENT
UP Animal Husbandry scam: former Rajasthan MLA s son held,1,VIOLENCE
"No demolition of slums along Delhi tracks, for now, Supreme Court told",1,VIOLENCE
Fact Check: Netizens fight over this stunning waterfall. Here s the truth,0,MISLEADING
"Telangana Congress chief, arrested at midnight, is a rising political star unsettling KCR",1,ELECTION
"People must learn to live with the virus, follow prevention guidelines: Health Ministry",1,COVID-19
BSF jawan arrested by Punjab police in drug smuggling case,1,VIOLENCE
SC extends deadline to publish final Assam NRC list to Aug 31 after Centre claims discrepancies,1,GOVERNMENT
"14-year-old girl rescued after 3 weeks in captivity, sexual assault at Andhra's Guntur",1,GOVERNMENT
"Fact Check: Rahul Gandhi saluting with the left hand? No, this...",0,COVID-19
"Normal life hit as Mumbai sees record rainfall, rail, road traffic affected; downpour to continue, predicts IMD",1,GOVERNMENT
IBPS RRB PO (Prelims) results 2019 to be declared soon at ibps.in | Here s how to check results,1,TERROR
Fact Check: This Video Of Man Thrashing A Child Is NOT...,0,MISLEADING
"Bhim Army chief at Jama Masjid again after release from Tihar, reads out Preamble",1,VIOLENCE
"CBI books 16 for defamatory content against SC, Andhra HC judges on social media",1,VIOLENCE
PM Modi to inaugurate Rashtriya Swachhata Kendra tomorrow,1,POLITICS
How A Fake Google Offer Letter Fooled Harshit Sharma's School In...,0,GOVERNMENT
"At least 30 drown as bus falls in canal in Sidhi, Madhya Pradesh",1,GOVERNMENT
Opposition won t announce a PM candidate for 2019: Congress sources,1,GOVERNMENT
Sonia Gandhi meets DK Shivakumar at Tihar Jail ahead of bail plea hearing today,1,ELECTION
"Gujarat: Covid-19 protocols push virtual Garba events, house parties to the forefront",1,POLITICS
Bengaluru hospital reports first case of covid reinfection in city,1,COVID-19
India's Financial Year Has Not Been Extended To July 1,0,COVID-19
Fact Check: PIB 'Fact Check' Erroneously Debunks UP STF Advisory To Uninstall 52 Chinese Apps As,0,MISLEADING
"India s new FDI rules violate WTO principles, against free and fair trade : China amid COVID-19 crisis",1,POLITICS
"No, this photo does not show Indian Prime Minister Narendra Modi wearing shoes inside a temple",0,GOVERNMENT
"GN Saibaba s mother dies, his wish to see her unfulfilled",1,VIOLENCE
Boxeo: Jos Ram ?rez finalmente defender sus t ?tulos ante Viktor Postol CNN,1,POLITICS
2018 s top 10 fake news: From Pak zindabad to post claiming Congress most corrupt party,0,GOVERNMENT
Chandrayaan 2 lander s location found on lunar surface: ISRO Chief,1,GOVERNMENT
Security beefed up on UP-Nepal border for Ayodhya event,1,POLITICS
When Supreme Court s foresight saved Sec 69A of IT Act,1,TERROR
"Fact Check: Did Pakistan MPs chant Modi, Modi inside Parliament?",0,GOVERNMENT
"Hindu outfit moves SC to open Kashi, Mathura temple disputes",1,TERROR
Fact Check: Old Picture Of Bullock Cart Rally Falsely Linked To...,0,MISLEADING
"Fictitious politician Anil Upadhyaya makes a comeback, now as BJP MLA criticising CAA/NRC",0,POLITICS
Enhancing connectivity with ASEAN a major priority for India: PM Modi at virtual summit,1,POLITICS
Centre won t tolerate : HRD Minister Ramesh Pokhriyal on students leading anti-CAA protests,1,TERROR
"With 19,906 cases in 24 hours, India s COVID-19 tally crosses 5.28 lakh, death toll climbs to 16,095",1,COVID-19
Republic TV gets caught faking twice in a day,0,POLITICS
Woman murdered for refusing to convert in UP: Police,1,VIOLENCE
Viral video of Sanskrit letter from Ayodhya excavation is actually a Hebrew artefact,0,GOVERNMENT
Fact Check: Old pictures of air mishaps linked to Indonesia plane crash,0,VIOLENCE
Fact Checked: Don t believe this picture of Kapil Sibal; it s photoshopped,0,GOVERNMENT
Fact Check: Is 'Gulfam' From UP's Saharanpur The Artist Behind These Wood Carvings?.Fact Check: Tracing the quarantine facility where people are grooving to Lungi Dance,0,COVID-19
"Blow to nefarious designs of Rahul Gandhi, his band of rent a cause activists: JP Nadda on SC s verdict",1,POLITICS
NIA arrests key accused in Vizag espionage case from Gujarat,1,VIOLENCE
BJP survey to assess winnability of candidates ahead of Lok Sabha elections,1,ELECTION
A mentally challenged person was beaten up as the crowd suspected him of being a child kidnapper,0,VIOLENCE
Jaishankar defends decision to not sign RCEP,1,POLITICS
"Indian Army says no rigging in postal ballots system, Leh officer satisfied with probe",1,VIOLENCE
Hamilton is just the first reason to upgrade to Dolby Vision and Atmos,1,POLITICS
Telangana by-poll: Over 80 per cent polling till 5 pm,1,ELECTION
"Parliament Highlights: Sitharaman takes dig at Cong, says launching MGNREGA is one thing, using it effectively is another",1,ELECTION
Development with shrill Hindutva & Congress bashing marked BJP s state poll campaigns,1,ELECTION
"India adds 63,490 coronavirus cases to tally; death toll rises to 49,980",1,COVID-19
Delhi violence a conspiracy to defame farmers: Mehbooba,1,VIOLENCE
Dynasty s shenanigans: JP Nadda s swipe at Project RG Relaunch,1,ELECTION
"After SARTHI s autonomy restored, Maratha Morcha seeks Rs 1,000 cr from govt, other branches of institute",1,GOVERNMENT
"Over 500 foreign Tablighi Jamaat members found hiding in 15-plus Delhi mosques, say police",1,VIOLENCE
Fact Check: Do not click on this dubious web link to claim GST refund,0,MISLEADING
15-year-old girl scolded by parents for watching TV ends life,1,GOVERNMENT
This photo has been doctored to show Narendra Modi bowing to Xi Jinping,0,GOVERNMENT
Govt may soon allow import of drugs under trial in other countries,1,GOVERNMENT
Veterinarian rape case: Locals protest outside police station in Hyderabad demanding death for accused,1,VIOLENCE
Video Of Yediyurappa-Lingayat Seer's Public Spat Falsely Linked To CAA,0,MISLEADING
Two die in Punjab,1,GOVERNMENT
Fact Checked: Don t believe this #10YearChallenge viral picture,0,GOVERNMENT
Fact Check: Is Nokia Giving Free Smartphones Amid COVID-19 Crisis?.Fact check: Clickbait Facebook post on Covid-19 urging for shares gone viral,0,MISLEADING
"India, Nepal agree to speed up implementation of India-aided developmental projects",1,COVID-19
Bihar cop probing Sushant Singh Rajput case forcibly quarantined in Mumbai; CM Nitish Kumar reacts,1,VIOLENCE
Delhi BJP has a problem as assembly polls near poor performance of municipal bodies,1,ELECTION
Kerala finally opens the doors for tourists across the globe; strict COVID norms to be followed,1,GOVERNMENT
PM Modi to announce results of cleanliness survey Swachh Survekshan 2020 on Thursday,1,POLITICS
"Vaccines May Not Be Effective On South Africa s Coronavirus Strain, Say...",1,POLITICS
"65-yr-old attempts suicide at Singhu border, farmer leaders urge against such drastic steps",1,GOVERNMENT
"PM Modi s brother an auto driver? No, he s a lookalike",0,GOVERNMENT
Great Golden Circus only recognised circus in India: Central Zoo Authority to Delhi HC,1,VIOLENCE
"40 active Coronavirus cases, 3 recovered, over 8 lakh passengers screened: Health Ministry",1,COVID-19
Fact Check: Uttar Pradesh CM Yogi Adityanath never claimed that he was God.Baba Ramdev To Build Radiation Shield For Mangalyaan-2,0,MISLEADING
"Micro-identification, isolation prevented large-scale death, spread of COVID-19: Vardhan",1,COVID-19
Fact Check: Were fake notes seized from a temple in Gujarat during lockdown?,0,COVID-19
BJP leadership asks Tripura CM Biplab Kumar Deb to call off 13 December meeting,0,GOVERNMENT
Earthquake of magnitude 3.6 on Richter scale hits parts of Odisha,1,GOVERNMENT
Church in Pakistan burnt in revenge against New Zealand shooting? Fact Check.Fact Check: Did Muslim Regiment Deny Fighting Against Pakistan In 1965 War?,0,GOVERNMENT
Maratha reservation: Maharashtra govt moves second application before SC seeking setting up of constitutional bench,1,TERROR
The cartoon has been doctored to include the US cartoonist s signature and names of Indian news channels.The placards in these images have been doctored to include pro-China messages,0,POLITICS
"With China on mind, Quad FMs call for freedom of navigation",1,TERROR
"Bihar elections 2020: Chirag Paswan hails Modi, seeks support for Bihar first agenda",1,ELECTION
Law aspirants move SC against CLAT,1,POLITICS
Fact Check: This image of men in police gear and civil clothes is not linked to farmers stir,0,VIOLENCE
Unrelated video from 2017 shared to claim Delhi police halted ambulance for BJP MP Manoj Tiwari,0,VIOLENCE
SP leader uses false images to claim Rajnath Singh plundered official residence before vacating,0,POLITICS
PM Modi: Returning migrants helped cut time taken to build PMAY houses,1,POLITICS
"Gauhati High Court grants divorce on wife s refusal to wear sindoor , shaka",1,GOVERNMENT
"Hathras case: BJP worries mount, party treads carefully",1,ELECTION
"PM Modi, Nitish Kumar didn t laugh while paying tribute to Pulwama...",0,GOVERNMENT
This Sourav Ganguly Fake Instagram Account Had Over 51K Followers,0,POLITICS
Never ending propaganda to malign Jawaharlal Nehru An Alt News compilation,0,GOVERNMENT
"China still India s largest source of import for many critical sectors, says top govt official",1,POLITICS
Huge crowd gathered at MP s Sagar to welcome Jain Monk violating lockdown norms,1,TERROR
"Fact Check: No, Former Wrestler Undertaker Did NOT Tweet In Support...",0,POLITICS
Calcutta High Court stays centre s leave India notice to Polish student for participating in anti-CAA rally,1,TERROR
"Security tightened, notice to farmers Singhu, Ghazipur still tense 2 days after violence",1,VIOLENCE
Drugs worth Rs 20 lakh addressed to Nigerian in Bengaluru seized,1,VIOLENCE
BJP is last to file electoral bond details with EC 40 days after SC deadline,1,TRAD
Foreign forces trying to mislead people over citizenship law: Defence Minister Rajnath Singh,1,ELECTION
Union Health Ministry says Covid-positive Anil Vij took only one dose of Covid vaccine,1,COVID-19
Bihar man stabs his 4 children to death,1,VIOLENCE
"Minor girl gangraped by 3 men in Madhya Pradesh, hunt on for culprits",1,GOVERNMENT
'Chunnu-Munnu' remarks of BJP's Vijayvargiya violated poll code provisions: EC,1,POLITICS
Vishva Hindu Parishad demands regulatory board for World Wide Web,1,VIOLENCE
Fact Check: Truth of the flag hoisted at Red Fort by protesting farmers,0,POLITICS
"SC court order on sub-classifying SCs, STs: JDU says order a vindication, BJP wary, RJD wants data",1,TERROR
Viral Test: Why a Google search for Jio Institute is not a good idea,0,COVID-19
"After clip on Karnataka revolt, disqualified MLA claims Yediyurappa gave him Rs 1000 cr",1,ELECTION
Was 'Pakistan Zindabad' Chanted In Karnataka's Belagavi?: A FactCheck,0,POLITICS
Saddened not surprised : Sachin Pilot on MLA's bribery charge,1,ELECTION
BJP names RSS-backed Sanskrit magazine publisher for Karnataka RS seat in snub to Yediyurappa,1,ELECTION
2015 Photo Falsely Shared As Amit Shah Visiting COVID-19 Patients,0,VIOLENCE
Political parties seek ban on assets,1,ELECTION
"?Item? used even in Lok Sabha ? Kamal Nath says remark not disrespectful, won?t apologise",0,MISLEADING
Cable TV code could be the model as Modi govt drafts guidelines for OTT content,1,ELECTION
"T gana sees spike in cases, 2 health officials test positive",1,COVID-19
"Lord Ayyappa temple opens, devotees to be allowed from November 16",1,TERROR
Fact Checked: No! The kid in the picture in not PM...,0,GOVERNMENT
"No, This Is Not a Video of Captain Deepak Sathe Singing a Song.No, This Is Not A Video Of Madonna Singing The Hanuman Chalisa",0,MISLEADING
Ink smeared on BJP leader Inayat Hussain s face for supporting CAA?...,0,VIOLENCE
India s 1st Oscar-winning costume designer dead,1,POLITICS
Bank unions defer two-day strike after assurance from Finance Ministry,1,GOVERNMENT
"BJP didn t make Rs 15 lakh promise in 2014 manifesto, says party leader Kalraj Mishra",1,GOVERNMENT
Some political forces keep lecturing on democracy : PM Modi hits back at Rahul Gandhi,1,ELECTION
Fact check video: Picture of housing project in Bangladesh shared as Mamata s scheme for slum dwellers,0,COVID-19
Photo of Kanhaiya Kumar falsely shared as celebrating death of 76 CRPF soldiers in 2010,0,VIOLENCE
Fact Check: Truth behind video of Africans performing 'sawan somvar' puja,0,COVID-19
Is India The World s 2nd Fastest Growing Economy?,0,COVID-19
"No, Indira Gandhi did not give two LS seats to Advani...",0,COVID-19
"Lies Spread About Lack of Jobs: PM, Quoting New Contested Data",0,COVID-19
Amateur metal detectorist finds astonishing Bronze Age haul in Scotland,1,VIOLENCE
LIVE: Soldier Killed In Firing By Pak Troops Along LoC In J&K's Rajouri,1,COVID-19
Over 150 migrants sent to Punjab from Delhi; Kejriwal says 'God bless them',1,GOVERNMENT
"Sushant Singh Rajput case: Amid demand for CBI probe, Uddhav Thackeray says trust Mumbai police",1,VIOLENCE
Minorities panel moved over assault on Sikh,1,VIOLENCE
"Congress, TMC, Shiv Sena join political face-off against BJP in UP",1,ELECTION
"Government will never compromise on data, says IT Minister Ravi Shankar Prasad",1,TERROR
India awaits Pakistan word on locust control,1,TERROR
Muslims Dominate AAP's Delhi Polls List? Party Says Not Their List,0,POLITICS
"10,000 people stamped home quarantine in last two days in Bengaluru",1,VIOLENCE
"Rajasthan Cong MLAs will camp together till assembly session, says chief whip",1,ELECTION
"Lets sit across each other with a Live Camera, Ravish s message to PM after raids on Prannoy Roy s residence",0,COVID-19
"Arhar Modi! Prices Up 200% In 5 Years, Farm Problems Older",0,COVID-19
No festivities in containment zones,1,GOVERNMENT
Haryana forms panel to part with Punjab s name in 237 laws,1,GOVERNMENT
Smriti Mandhana didn t become the first woman cricketer to score double...,0,GOVERNMENT
Fact Check: This picture of burnt cars is not from Beirut;.... Fact Check: Are these pictures from the time of the Spanish...,0,MISLEADING
Activist seeking justice for raped adivasi women booked,1,GOVERNMENT
"Coronavirus: Indonesian Market Video Viral As Wuhan, China",0,VIOLENCE
Women show black flag to Amit Shah during rally at West Bengal s Namkhana,1,POLITICS
Did Italians throw their money on the streets? Here s the truth,0,POLITICS
Fact Check: This hillside sculpture has nothing to do with drunk driving,0,MISLEADING
"Anti-CAA protests: 3 dead in Mangaluru, Lucknow; internet services suspended",1,GOVERNMENT
IBE at gift city IFSCA signs MoU with India Gold Policy Centre at IIM-A,1,POLITICS
40 baby snakes emerge from AC in farmer's house,1,GOVERNMENT
"High stakes for Rahul, Tejashwi, allies banking on anti-incumbency",1,ELECTION
BJP MP Arjun Singh falsely claims Kali temple idol was burned by religious group in Bengal.Old Image Of Rajiv And Rahul Gandhi Revived With Misleading Claim,0,MISLEADING
Phase 3 of Lok Sabha polls records 64% voter turnout in 116 constituencies,1,ELECTION
Don t believe this morphed video of Rahul Gandhi; here s the truth,0,VIOLENCE
Nepal summons Indian envoy over border row,1,POLITICS
Fact Check: This image of men burning India s national flag is...,0,POLITICS
"Guess what, no plane was hit by a typhoon in China!",0,ELECTION
Dharmendra didn t make this statement; here s the fact check,0,COVID-19
"Dainik Bhaskar, Amar Ujala And Swarajya Misquote Scindia About Support ...",0,POLITICS
"Pained by loss of lives, says PM Modi on Shivamogga explosion incident",1,POLITICS
"Covid is an important turning point in human history, need coordinated efforts to counter: PM Modi at G20",1,POLITICS
Fact Check: Israeli film in Saudi theatre? Truth behind crowd trying to gatecrash building.Fact Check: Israeli film in Saudi theatre? Truth behind crowd trying to gatecrash building,0,GOVERNMENT
"India well-positioned to take on China, says IAF chief ahead of Air Force Day",1,POLITICS
Chinese police killing Coronavirus patients? Here s the truth behind this viral...,0,VIOLENCE
UP's Kanpur gets its own 'Spiderman',1,VIOLENCE
"BJD, TRS swing Rajya Sabha deputy chair poll in Modi govt s favour",1,ELECTION
"Fact Check: No, Rs 2,000 Currency Notes Will Not Be Discontinued From...",0,COVID-19
"Sitharaman s Budget speech was low on political buzzwords, & this was a message from Modi",1,POLITICS
The audio clip speaking about an India lock down is fake: Do not forward it,0,MISLEADING
Lok Sabha Electoral Malpractice Awards for States 2014,0,COVID-19
"Fact Check: Designated Hyderabad COVID-19 Centre, Gandhi Hospital Overwhelmed With Patients?.Fact Check: Is this the school bus anti-CAA protesters targeted in Delhi s Seelampur?",0,MISLEADING
